path,git_status,classification,source_sha256_or_NOT_READ,destination,owning_task,include,reviewer_decision
docs/superpowers/plans/2026-07-16-job-plane-blocker-closure-packages/04-package-d-hermetic-release-tooling.md,??,APPROVAL_TOOLING_OR_PLAN,1231ad2e8a7b7d0ed2d07924efbb18b519cae1ec62a65e241cafb00f37a08777,docs/superpowers/plans/2026-07-16-job-plane-blocker-closure-packages/04-package-d-hermetic-release-tooling.md,TASK_1,yes,APPROVED_INCLUDE
docs/superpowers/plans/2026-07-16-job-plane-blocker-closure-packages/05-package-e-runtime-authority-contracts.md,??,APPROVAL_TOOLING_OR_PLAN,85ad635cefa8af0ebab1fb6a2bcd948c8a31e198f3932f7a64761e0057d1a430,docs/superpowers/plans/2026-07-16-job-plane-blocker-closure-packages/05-package-e-runtime-authority-contracts.md,TASK_1,yes,APPROVED_INCLUDE
docs/superpowers/plans/2026-07-16-job-plane-blocker-closure-packages/06-package-f-clean-candidate-release.md,??,APPROVAL_TOOLING_OR_PLAN,488ec71fc7ceafaf94677288781a7ddd50cf6fa2f07b9625ca51e28d6a3410d0,docs/superpowers/plans/2026-07-16-job-plane-blocker-closure-packages/06-package-f-clean-candidate-release.md,TASK_1,yes,APPROVED_INCLUDE
docs/superpowers/plans/2026-07-16-job-plane-blocker-closure-packages/07-package-g-maintenance-kit.md,??,APPROVAL_TOOLING_OR_PLAN,87a53a00d229a25dea969f795b3ed615e5619984bb9865c0928d9c9ab1a71fa6,docs/superpowers/plans/2026-07-16-job-plane-blocker-closure-packages/07-package-g-maintenance-kit.md,TASK_1,yes,APPROVED_INCLUDE
docs/superpowers/plans/2026-07-16-job-plane-blocker-closure-packages/08-package-h-recovery-approval.md,??,APPROVAL_TOOLING_OR_PLAN,d37bc36d5f2759ae1e3bf11bd8c53952daf2350b54b1ae6d81574bb96e60e3f7,docs/superpowers/plans/2026-07-16-job-plane-blocker-closure-packages/08-package-h-recovery-approval.md,TASK_1,yes,APPROVED_INCLUDE
docs/superpowers/plans/2026-07-16-job-plane-blocker-closure-packages/09-package-i-runtime-recovery.md,??,APPROVAL_TOOLING_OR_PLAN,78af714b0644b8b3f5fd85e10d92bf4b282065d14fc6bc4f18ecb9cf36000c11,docs/superpowers/plans/2026-07-16-job-plane-blocker-closure-packages/09-package-i-runtime-recovery.md,TASK_1,yes,APPROVED_INCLUDE
docs/superpowers/plans/2026-07-16-job-plane-blocker-closure-packages/10-package-j-runtime-migration.md,??,APPROVAL_TOOLING_OR_PLAN,4e9d61e65e18ba0f6702a153f90552552f0ffb9beba06f912b851fb14489da23,docs/superpowers/plans/2026-07-16-job-plane-blocker-closure-packages/10-package-j-runtime-migration.md,TASK_1,yes,APPROVED_INCLUDE
docs/superpowers/plans/2026-07-16-job-plane-blocker-closure.md,??,APPROVAL_TOOLING_OR_PLAN,560a7265223e54662c5a2a89e41e35af2f79f670e0e2ef0f9e71f7eaa3da39db,docs/superpowers/plans/2026-07-16-job-plane-blocker-closure.md,TASK_1,yes,APPROVED_INCLUDE
ops/postgres/pending/postgres-recovery-approval-data-001-preparation.yaml,??,APPROVAL_TOOLING_OR_PLAN,4f97afb75e301c21d5aba3da18929876b9dbb782b4ffe634323415285a1b7fbe,ops/postgres/pending/postgres-recovery-approval-data-001-preparation.yaml,TASK_1,yes,APPROVED_INCLUDE
ops/postgres/postgres-recovery-approval-record.example.yaml,??,APPROVAL_TOOLING_OR_PLAN,6bef64ef0448cdd659acb3bd9465065527dff157f335791649e22d43b07957bf,ops/postgres/postgres-recovery-approval-record.example.yaml,TASK_1,yes,APPROVED_INCLUDE
schemas/postgres-recovery-approval-record.schema.json,??,APPROVAL_TOOLING_OR_PLAN,3379375b7aa3c53c6612f8570ccb1f20609471a6be31b95959ec7a75d207867a,schemas/postgres-recovery-approval-record.schema.json,TASK_1,yes,APPROVED_INCLUDE
scripts/validate_postgres_recovery_approval.py,??,APPROVAL_TOOLING_OR_PLAN,33a172fc7abda840b2abf0b1933045b0c66256bccfd66c7e65475de9823bf8e1,scripts/validate_postgres_recovery_approval.py,TASK_1,yes,APPROVED_INCLUDE
tests/jobs/test_job_transition_authority.py,??,PACKAGE_A_TASK_3_INPUT,eebf9ba224a463150f9df98f44ae4c78c5ddaeea4b5f5bfa0e626418ca040b5b,tests/jobs/test_job_transition_authority.py,TASK_3,deferred,INCLUDE_IN_CANDIDATE
tests/jobs/test_job_transition_restore.py,??,UNRELATED_USER_CHANGE,0d32fa4080f19bd6d9c0cdd97ef03edacf874a3878182295b08af4893bb63b20,NOT_TRANSFERRED,OUT_OF_SCOPE,no,EXCLUDED_OUT_OF_SCOPE
tests/jobs/test_repository_transition_capabilities.py,??,PACKAGE_A_TASK_3_INPUT,41b13ceee9ee85a9b233567cf37a7751098bc637b4310e972db2562a0a901d62,tests/jobs/test_repository_transition_capabilities.py,TASK_3,deferred,INCLUDE_IN_CANDIDATE
tests/production/test_postgres_recovery_approval.py,??,APPROVAL_TOOLING_OR_PLAN,1414d0694944130de98eaafeee4b30e0172d3e01fd7a1aa512e891b5484e0f45,tests/production/test_postgres_recovery_approval.py,TASK_1,yes,APPROVED_INCLUDE
